year,Month,DayofWeek,Hour,minute,SiteOutdoorAirDrybulbTemperature,dew_point,SiteOutdoorAirRelativeHumidity,datetime,lpd_average,epd_average,HeatingElectricity,CoolingElectricity
1999,1,1,24,0,-7.0,-9.0,84.0,1/1/2017 23:00,9.4,12,0.0,0.0
1999,1,2,1,0,-9.0,-11.0,84.0,1/2/2017 0:00,9.4,12,0.0,0.0
1999,1,2,2,0,-10.0,-11.0,91.0,1/2/2017 1:00,9.4,12,0.0,0.0
1999,1,2,3,0,-10.0,-11.0,91.0,1/2/2017 2:00,9.4,12,0.0,0.0
1999,1,2,4,0,-11.0,-12.0,91.0,1/2/2017 3:00,9.4,12,0.0,0.0
1999,1,2,5,0,-12.0,-13.0,91.0,1/2/2017 4:00,9.4,12,0.0,0.0
1999,1,2,6,0,-15.0,-17.0,83.0,1/2/2017 5:00,9.4,12,184614500.0,0.0
1999,1,2,7,0,-14.0,-16.0,83.0,1/2/2017 6:00,9.4,12,122720760.0,0.0
1999,1,2,8,0,-13.0,-15.0,83.0,1/2/2017 7:00,9.4,12,362506400.0,0.0
1999,1,2,9,0,-11.0,-13.0,84.0,1/2/2017 8:00,9.4,12,319436800.0,0.0
1999,1,2,10,0,-7.0,-12.0,64.0,1/2/2017 9:00,9.4,12,295410800.0,108933.3
1999,1,2,11,0,-6.0,-12.0,59.0,1/2/2017 10:00,9.4,12,226212900.0,64052.6
1999,1,2,12,0,-6.0,-12.0,59.0,1/2/2017 11:00,9.4,12,209379820.0,201589.0
1999,1,2,13,0,-5.0,-12.0,54.0,1/2/2017 12:00,9.4,12,224595060.0,333015.5
1999,1,2,14,0,-5.0,-12.0,54.0,1/2/2017 13:00,9.4,12,224595060.0,333015.5
1999,1,2,15,0,-6.0,-9.0,77.0,1/2/2017 14:00,9.4,12,224595060.0,275480.77
1999,1,2,16,0,-7.0,-8.0,92.0,1/2/2017 15:00,9.4,12,228198560.0,82494.42
1999,1,2,17,0,-8.0,-9.0,92.0,1/2/2017 16:00,9.4,12,228198560.0,82494.42
1999,1,2,18,0,-8.0,-9.0,92.0,1/2/2017 17:00,9.4,12,236464660.0,82494.42
1999,1,2,19,0,-9.0,-11.0,84.0,1/2/2017 18:00,9.4,12,141191600.0,169127.8
1999,1,2,20,0,-11.0,-13.0,84.0,1/2/2017 19:00,9.4,12,141191600.0,573300.1
1999,1,2,21,0,-11.0,-12.0,91.0,1/2/2017 20:00,9.4,12,141191600.0,485204.95
1999,1,2,22,0,-11.0,-12.0,91.0,1/2/2017 21:00,9.4,12,145154200.0,0.0
1999,1,2,23,0,-12.0,-14.0,83.0,1/2/2017 22:00,9.4,12,0.0,0.0
1999,1,2,24,0,-12.0,-14.0,83.0,1/2/2017 23:00,9.4,12,0.0,0.0
1999,1,3,1,0,-13.0,-15.0,83.0,1/3/2017 0:00,9.4,12,0.0,0.0
1999,1,3,2,0,-13.2,-15.7,79.0,1/3/2017 1:00,9.4,12,0.0,0.0
1999,1,3,3,0,-13.6,-16.4,77.0,1/3/2017 2:00,9.4,12,0.0,0.0
1999,1,3,4,0,-14.0,-17.0,76.0,1/3/2017 3:00,9.4,12,0.0,0.0
1999,1,3,5,0,-14.0,-17.0,76.0,1/3/2017 4:00,9.4,12,0.0,0.0
1999,1,3,6,0,-14.0,-17.0,76.0,1/3/2017 5:00,9.4,12,176064500.0,85842.6
1999,1,3,7,0,-14.0,-17.0,76.0,1/3/2017 6:00,9.4,12,105115160.0,5406.3099999999995
1999,1,3,8,0,-17.0,-19.0,83.0,1/3/2017 7:00,9.4,12,362506400.0,0.0
1999,1,3,9,0,-13.0,-17.0,69.0,1/3/2017 8:00,9.4,12,319436800.0,0.0
1999,1,3,10,0,-11.0,-15.0,70.0,1/3/2017 9:00,9.4,12,295410800.0,0.0
1999,1,3,11,0,-9.0,-16.0,53.0,1/3/2017 10:00,9.4,12,227758700.0,167057.9
1999,1,3,12,0,-8.0,-16.0,49.0,1/3/2017 11:00,9.4,12,210925620.0,189000.0
1999,1,3,13,0,-7.0,-17.0,41.0,1/3/2017 12:00,9.4,12,224595060.0,317316.2
1999,1,3,14,0,-7.1,-16.5,43.0,1/3/2017 13:00,9.4,12,224595060.0,317316.2
1999,1,3,15,0,-7.8,-15.9,48.0,1/3/2017 14:00,9.4,12,224595060.0,324336.17000000004
1999,1,3,16,0,-9.0,-15.0,58.0,1/3/2017 15:00,9.4,12,228198560.0,94126.06999999999
1999,1,3,17,0,-9.0,-15.0,58.0,1/3/2017 16:00,9.4,12,228198560.0,99209.47
1999,1,3,18,0,-9.0,-15.0,58.0,1/3/2017 17:00,9.4,12,236464660.0,99209.47
1999,1,3,19,0,-9.0,-15.0,58.0,1/3/2017 18:00,9.4,12,141191600.0,221526.3
1999,1,3,20,0,-9.0,-16.0,53.0,1/3/2017 19:00,9.4,12,279224700.0,145781.0
1999,1,3,21,0,-8.0,-14.0,58.0,1/3/2017 20:00,9.4,12,141191600.0,6157.45
1999,1,3,22,0,-9.0,-13.0,70.0,1/3/2017 21:00,9.4,12,145154200.0,6347.0599999999995
1999,1,3,23,0,-9.0,-13.0,70.0,1/3/2017 22:00,9.4,12,0.0,0.0
1999,1,3,24,0,-9.0,-13.0,70.0,1/3/2017 23:00,9.4,12,0.0,0.0
1999,1,4,1,0,-8.0,-13.0,64.0,1/4/2017 0:00,9.4,12,0.0,0.0
1999,1,4,2,0,-10.0,-14.0,70.0,1/4/2017 1:00,9.4,12,0.0,0.0
1999,1,4,3,0,-9.0,-13.0,70.0,1/4/2017 2:00,9.4,12,0.0,0.0
1999,1,4,4,0,-10.0,-13.0,76.0,1/4/2017 3:00,9.4,12,0.0,0.0
1999,1,4,5,0,-8.0,-12.0,70.0,1/4/2017 4:00,9.4,12,0.0,0.0
1999,1,4,6,0,-9.6,-13.5,70.0,1/4/2017 5:00,9.4,12,0.0,0.0
1999,1,4,7,0,-11.0,-15.0,70.0,1/4/2017 6:00,9.4,12,0.0,0.0
1999,1,4,8,0,-8.0,-13.0,64.0,1/4/2017 7:00,9.4,12,362813200.0,89655.1
1999,1,4,9,0,-4.0,-13.0,45.0,1/4/2017 8:00,9.4,12,306494600.0,36500.6
1999,1,4,10,0,-1.0,-14.0,32.0,1/4/2017 9:00,9.4,12,248509900.0,33400.0
1999,1,4,11,0,0.0,-13.0,32.0,1/4/2017 10:00,9.4,12,139284940.0,33400.0
1999,1,4,12,0,1.0,-12.0,33.0,1/4/2017 11:00,9.4,12,146134840.0,176446.7
1999,1,4,13,0,2.0,-11.0,34.0,1/4/2017 12:00,9.4,12,200095400.0,303325.9
1999,1,4,14,0,3.0,-12.0,29.0,1/4/2017 13:00,9.4,12,187095600.0,1868034.0
1999,1,4,15,0,4.0,-10.0,32.0,1/4/2017 14:00,9.4,12,251753800.0,358661.9
1999,1,4,16,0,2.0,-9.0,40.0,1/4/2017 15:00,9.4,12,193597400.0,112192.7
1999,1,4,17,0,1.0,-9.0,43.0,1/4/2017 16:00,9.4,12,149692280.0,106701.4
1999,1,4,18,0,1.0,-9.0,43.0,1/4/2017 17:00,9.4,12,157958380.0,93204.34
1999,1,4,19,0,1.0,-9.0,43.0,1/4/2017 18:00,9.4,12,138989611.0,175547.6
1999,1,4,20,0,-1.0,-8.0,55.0,1/4/2017 19:00,9.4,12,127338600.0,0.0
1999,1,4,21,0,-1.0,-7.0,60.0,1/4/2017 20:00,9.4,12,127858200.0,9797.32
1999,1,4,22,0,2.0,-10.0,37.0,1/4/2017 21:00,9.4,12,0.0,0.0
1999,1,4,23,0,2.0,-8.0,44.0,1/4/2017 22:00,9.4,12,0.0,0.0
1999,1,4,24,0,2.0,-8.0,44.0,1/4/2017 23:00,9.4,12,0.0,0.0
1999,1,5,1,0,3.0,-8.0,41.0,1/5/2017 0:00,9.4,12,0.0,0.0
1999,1,5,2,0,3.0,-8.0,41.0,1/5/2017 1:00,9.4,12,0.0,0.0
1999,1,5,3,0,4.0,-7.6,39.0,1/5/2017 2:00,9.4,12,0.0,0.0
1999,1,5,4,0,5.0,-7.0,39.0,1/5/2017 3:00,9.4,12,0.0,0.0
1999,1,5,5,0,4.0,-7.0,42.0,1/5/2017 4:00,9.4,12,0.0,0.0
1999,1,5,6,0,2.0,-8.0,44.0,1/5/2017 5:00,9.4,12,188648000.0,0.0
1999,1,5,7,0,2.0,-8.0,44.0,1/5/2017 6:00,9.4,12,151479200.0,0.0
1999,1,5,8,0,3.0,-8.0,41.0,1/5/2017 7:00,9.4,12,301418800.0,0.0
1999,1,5,9,0,4.0,-7.0,42.0,1/5/2017 8:00,9.4,12,261331300.0,10188.0
1999,1,5,10,0,5.9,-7.0,36.0,1/5/2017 9:00,9.4,12,134057800.0,30849.3
1999,1,5,11,0,7.0,-7.0,34.0,1/5/2017 10:00,9.4,12,55090346.0,479466.0
1999,1,5,12,0,7.0,-7.0,34.0,1/5/2017 11:00,9.4,12,46927078.0,1036300.2
1999,1,5,13,0,7.0,-7.0,34.0,1/5/2017 12:00,9.4,12,118715920.0,1301854.6
1999,1,5,14,0,8.0,-6.0,34.0,1/5/2017 13:00,9.4,12,117611920.0,1249123.79
1999,1,5,15,0,8.0,-7.0,32.0,1/5/2017 14:00,9.4,12,170474930.0,1110511.09
1999,1,5,16,0,7.0,-7.0,34.0,1/5/2017 15:00,9.4,12,126747800.0,7043.06
1999,1,5,17,0,6.0,-8.0,33.0,1/5/2017 16:00,9.4,12,218266400.0,3036386.3
1999,1,5,18,0,4.0,-8.0,38.0,1/5/2017 17:00,9.4,12,228481400.0,3326898.6
1999,1,5,19,0,3.0,-8.0,41.0,1/5/2017 18:00,9.4,12,119161041.0,947828.1
1999,1,5,20,0,2.0,-8.0,44.0,1/5/2017 19:00,9.4,12,62806068.0,383523.2
1999,1,5,21,0,4.0,-7.0,42.0,1/5/2017 20:00,9.4,12,98997770.0,421080.52
1999,1,5,22,0,-1.0,-8.0,55.0,1/5/2017 21:00,9.4,12,131820800.0,0.0
1999,1,5,23,0,1.0,-9.0,43.0,1/5/2017 22:00,9.4,12,0.0,0.0
1999,1,5,24,0,1.0,-7.0,51.0,1/5/2017 23:00,9.4,12,0.0,0.0
1999,1,6,1,0,2.0,-8.0,44.0,1/6/2017 0:00,9.4,12,0.0,0.0
1999,1,6,2,0,3.0,-8.0,41.0,1/6/2017 1:00,9.4,12,0.0,0.0
1999,1,6,3,0,6.0,-7.0,36.0,1/6/2017 2:00,9.4,12,0.0,0.0
1999,1,6,4,0,4.0,-8.0,38.0,1/6/2017 3:00,9.4,12,0.0,0.0
1999,1,6,5,0,-1.0,-7.0,60.0,1/6/2017 4:00,9.4,12,0.0,0.0
1999,1,6,6,0,4.0,-8.0,38.0,1/6/2017 5:00,9.4,12,103706880.0,105635.6
1999,1,6,7,0,3.0,-8.0,41.0,1/6/2017 6:00,9.4,12,99348343.0,301725.1
1999,1,6,8,0,1.0,-8.0,47.0,1/6/2017 7:00,9.4,12,294933000.0,0.0
1999,1,6,9,0,6.0,-6.0,39.0,1/6/2017 8:00,9.4,12,189950000.0,10188.0
1999,1,6,10,0,9.0,-6.0,32.0,1/6/2017 9:00,9.4,12,34497705.0,1100291.9
1999,1,6,11,0,10.0,-7.0,28.0,1/6/2017 10:00,9.4,12,14244592.0,3560293.4
1999,1,6,12,0,11.0,-8.0,24.0,1/6/2017 11:00,9.4,12,7097153.0,4783721.0
1999,1,6,13,0,12.0,-7.0,24.0,1/6/2017 12:00,9.4,12,61457830.0,2284913.4
1999,1,6,14,0,12.0,-7.0,24.0,1/6/2017 13:00,9.4,12,63005940.0,2284913.4
1999,1,6,15,0,12.0,-7.0,24.0,1/6/2017 14:00,9.4,12,64203310.0,2306384.4
1999,1,6,16,0,11.0,-7.0,26.0,1/6/2017 15:00,9.4,12,71859820.0,4190387.0
1999,1,6,17,0,4.0,-3.0,59.0,1/6/2017 16:00,9.4,12,223789900.0,391363.6
1999,1,6,18,0,1.0,-2.0,79.0,1/6/2017 17:00,9.4,12,157958380.0,391363.6
1999,1,6,19,0,-1.0,-3.0,85.0,1/6/2017 18:00,9.4,12,127338600.0,348161.1
1999,1,6,20,0,-3.0,-4.0,92.0,1/6/2017 19:00,9.4,12,141191600.0,764456.0
1999,1,6,21,0,-3.0,-4.0,92.0,1/6/2017 20:00,9.4,12,141191600.0,682307.2
1999,1,6,22,0,-3.0,-4.0,92.0,1/6/2017 21:00,9.4,12,145154200.0,0.0
1999,1,6,23,0,-4.0,-4.0,100.0,1/6/2017 22:00,9.4,12,0.0,0.0
1999,1,6,24,0,-4.0,-6.0,84.0,1/6/2017 23:00,9.4,12,0.0,0.0
1999,1,7,1,0,-4.0,-6.0,84.0,1/7/2017 0:00,9.4,12,0.0,0.0
1999,1,7,2,0,-5.0,-7.0,84.0,1/7/2017 1:00,9.4,12,0.0,0.0
1999,1,7,3,0,-4.0,-6.0,84.0,1/7/2017 2:00,9.4,12,0.0,0.0
1999,1,7,4,0,-1.0,-6.0,66.0,1/7/2017 3:00,9.4,12,0.0,0.0
1999,1,7,5,0,-1.0,-6.0,66.0,1/7/2017 4:00,9.4,12,0.0,0.0
1999,1,7,6,0,1.0,-7.0,51.0,1/7/2017 5:00,9.4,12,113754816.0,38244.2
1999,1,7,7,0,3.0,-7.0,45.0,1/7/2017 6:00,9.4,12,95081638.0,301725.1
1999,1,7,8,0,1.0,-8.0,47.0,1/7/2017 7:00,9.4,12,294933000.0,0.0
1999,1,7,9,0,2.0,-6.0,52.0,1/7/2017 8:00,9.4,12,255970900.0,10188.0
1999,1,7,10,0,7.0,-5.0,40.0,1/7/2017 9:00,9.4,12,69805580.0,820915.7
1999,1,7,11,0,10.0,-6.0,30.0,1/7/2017 10:00,9.4,12,14244592.0,3218538.4
1999,1,7,12,0,12.0,-9.0,20.0,1/7/2017 11:00,9.4,12,1875470.9,7671126.0
1999,1,7,13,0,13.0,-10.0,17.0,1/7/2017 12:00,9.4,12,54383320.0,8002691.6
1999,1,7,14,0,13.0,-10.0,17.0,1/7/2017 13:00,9.4,12,54383320.0,8496850.6
1999,1,7,15,0,13.0,-10.0,17.0,1/7/2017 14:00,9.4,12,53830240.0,7049008.6
1999,1,7,16,0,7.0,-1.0,56.0,1/7/2017 15:00,9.4,12,126704400.0,618836.35
1999,1,7,17,0,4.0,-2.0,64.0,1/7/2017 16:00,9.4,12,224780600.0,391363.6
1999,1,7,18,0,2.0,-4.0,62.0,1/7/2017 17:00,9.4,12,209021000.0,391363.6
1999,1,7,19,0,-1.0,-5.0,71.0,1/7/2017 18:00,9.4,12,127338600.0,376163.3
1999,1,7,20,0,-2.0,-6.0,71.0,1/7/2017 19:00,9.4,12,127338600.0,534318.8099999999
1999,1,7,21,0,-1.0,-6.0,66.0,1/7/2017 20:00,9.4,12,127858200.0,659397.8099999999
1999,1,7,22,0,-1.0,-6.0,66.0,1/7/2017 21:00,9.4,12,131820800.0,0.0
1999,1,7,23,0,-1.0,-6.0,66.0,1/7/2017 22:00,9.4,12,0.0,0.0
1999,1,7,24,0,-2.0,-7.0,65.0,1/7/2017 23:00,9.4,12,0.0,0.0
1999,1,8,1,0,-1.0,-6.0,66.0,1/8/2017 0:00,9.4,12,0.0,0.0
1999,1,8,2,0,-2.0,-7.0,65.0,1/8/2017 1:00,9.4,12,0.0,0.0
1999,1,8,3,0,-1.0,-7.0,60.0,1/8/2017 2:00,9.4,12,0.0,0.0
1999,1,8,4,0,-1.0,-6.0,66.0,1/8/2017 3:00,9.4,12,0.0,0.0
1999,1,8,5,0,-2.0,-6.0,71.0,1/8/2017 4:00,9.4,12,0.0,0.0
1999,1,8,6,0,-2.0,-5.0,78.0,1/8/2017 5:00,9.4,12,206175700.0,0.0
1999,1,8,7,0,-2.0,-5.0,78.0,1/8/2017 6:00,9.4,12,135045890.0,0.0
1999,1,8,8,0,-2.0,-6.0,71.0,1/8/2017 7:00,9.4,12,320207400.0,0.0
1999,1,8,9,0,-3.0,-5.0,84.0,1/8/2017 8:00,9.4,12,207328100.0,10188.0
1999,1,8,10,0,-2.0,-4.0,85.0,1/8/2017 9:00,9.4,12,207388000.0,348371.7
1999,1,8,11,0,-2.0,-4.0,85.0,1/8/2017 10:00,9.4,12,164335700.0,501383.0
1999,1,8,12,0,-2.0,-5.0,78.0,1/8/2017 11:00,9.4,12,140347980.0,458272.1
1999,1,8,13,0,-1.0,-4.0,78.0,1/8/2017 12:00,9.4,12,154017420.0,458272.1
1999,1,8,14,0,1.0,-6.0,56.0,1/8/2017 13:00,9.4,12,146088780.0,458272.1
1999,1,8,15,0,1.0,-6.0,56.0,1/8/2017 14:00,9.4,12,146088780.0,458272.1
1999,1,8,16,0,0.0,-6.0,60.0,1/8/2017 15:00,9.4,12,149692280.0,391363.6
1999,1,8,17,0,-3.0,-6.0,77.0,1/8/2017 16:00,9.4,12,184777560.0,391363.6
1999,1,8,18,0,-5.0,-6.0,92.0,1/8/2017 17:00,9.4,12,229077660.0,391363.6
1999,1,8,19,0,-6.0,-6.0,100.0,1/8/2017 18:00,9.4,12,141191600.0,348161.1
1999,1,8,20,0,-6.0,-7.0,92.0,1/8/2017 19:00,9.4,12,141191600.0,764456.0
1999,1,8,21,0,-6.0,-8.0,84.0,1/8/2017 20:00,9.4,12,141191600.0,672304.7
1999,1,8,22,0,-4.0,-7.0,77.0,1/8/2017 21:00,9.4,12,145154200.0,0.0
1999,1,8,23,0,-5.0,-8.0,77.0,1/8/2017 22:00,9.4,12,0.0,0.0
1999,1,8,24,0,-4.0,-9.0,65.0,1/8/2017 23:00,9.4,12,0.0,0.0
1999,1,9,1,0,-6.0,-9.0,77.0,1/9/2017 0:00,9.4,12,0.0,0.0
1999,1,9,2,0,-3.0,-12.0,46.0,1/9/2017 1:00,9.4,12,0.0,0.0
1999,1,9,3,0,-2.0,-12.0,42.0,1/9/2017 2:00,9.4,12,0.0,0.0
1999,1,9,4,0,-2.0,-13.0,38.0,1/9/2017 3:00,9.4,12,0.0,0.0
1999,1,9,5,0,-2.0,-12.0,42.0,1/9/2017 4:00,9.4,12,0.0,0.0
1999,1,9,6,0,-4.0,-12.0,50.0,1/9/2017 5:00,9.4,12,127994265.0,0.0
1999,1,9,7,0,-6.0,-13.0,54.0,1/9/2017 6:00,9.4,12,89208788.0,0.0
1999,1,9,8,0,-3.0,-11.0,50.0,1/9/2017 7:00,9.4,12,350571100.0,0.0
1999,1,9,9,0,1.0,-8.0,47.0,1/9/2017 8:00,9.4,12,246225800.0,10188.0
1999,1,9,10,0,4.0,-10.0,32.0,1/9/2017 9:00,9.4,12,145825100.0,496043.2
1999,1,9,11,0,6.0,-11.0,25.0,1/9/2017 10:00,9.4,12,114084800.0,345862.4
1999,1,9,12,0,8.0,-11.0,22.0,1/9/2017 11:00,9.4,12,23370461.0,938722.0
1999,1,9,13,0,8.0,-11.0,22.0,1/9/2017 12:00,9.4,12,184890900.0,1241244.1
1999,1,9,14,0,8.0,-11.0,22.0,1/9/2017 13:00,9.4,12,170149100.0,1241244.1
1999,1,9,15,0,9.0,-11.0,21.0,1/9/2017 14:00,9.4,12,89191640.0,1603634.1
1999,1,9,16,0,7.0,-10.0,26.0,1/9/2017 15:00,9.4,12,172856800.0,327404.7
1999,1,9,17,0,3.0,-9.0,37.0,1/9/2017 16:00,9.4,12,194609200.0,3326898.6
1999,1,9,18,0,2.0,-10.3,36.0,1/9/2017 17:00,9.4,12,223108300.0,3326898.6
1999,1,9,19,0,1.1,-10.6,37.0,1/9/2017 18:00,9.4,12,158549638.0,804527.1
1999,1,9,20,0,-0.9,-8.0,55.0,1/9/2017 19:00,9.4,12,127338600.0,603489.8
1999,1,9,21,0,1.2,-10.3,38.0,1/9/2017 20:00,9.4,12,103328370.0,369291.4
1999,1,9,22,0,1.2,-7.6,48.0,1/9/2017 21:00,9.4,12,0.0,0.0
1999,1,9,23,0,2.2,-7.9,44.0,1/9/2017 22:00,9.4,12,0.0,0.0
1999,1,9,24,0,1.3,-7.2,50.0,1/9/2017 23:00,9.4,12,0.0,0.0
1999,1,10,1,0,1.3,-7.6,48.0,1/10/2017 0:00,9.4,12,0.0,0.0
1999,1,10,2,0,4.4,-7.9,37.0,1/10/2017 1:00,9.4,12,0.0,0.0
1999,1,10,3,0,4.4,-8.2,36.0,1/10/2017 2:00,9.4,12,0.0,0.0
1999,1,10,4,0,2.4,-8.5,41.0,1/10/2017 3:00,9.4,12,0.0,0.0
1999,1,10,5,0,5.5,-9.8,29.0,1/10/2017 4:00,9.4,12,0.0,0.0
1999,1,10,6,0,4.4,-9.7,32.0,1/10/2017 5:00,9.4,12,89709030.0,105635.6
1999,1,10,7,0,3.6,-9.5,34.0,1/10/2017 6:00,9.4,12,89039383.0,197063.1
1999,1,10,8,0,5.6,-10.8,27.0,1/10/2017 7:00,9.4,12,151749400.0,0.0
1999,1,10,9,0,7.6,-11.1,23.0,1/10/2017 8:00,9.4,12,97801650.0,254324.6
1999,1,10,10,0,10.7,-11.4,18.0,1/10/2017 9:00,9.4,12,25433329.0,7906127.0
1999,1,10,11,0,10.7,-9.8,21.0,1/10/2017 10:00,9.4,12,7638765.2,5649397.0
1999,1,10,12,0,9.9,-8.7,24.0,1/10/2017 11:00,9.4,12,8507071.0,3658395.4
1999,1,10,13,0,8.8,-7.4,29.0,1/10/2017 12:00,9.4,12,93581650.0,1638123.5
1999,1,10,14,0,4.8,-5.7,44.0,1/10/2017 13:00,9.4,12,215553500.0,561883.7
1999,1,10,15,0,3.9,-7.0,42.0,1/10/2017 14:00,9.4,12,204042520.0,3244465.0
1999,1,10,16,0,2.9,-7.4,43.0,1/10/2017 15:00,9.4,12,180521900.0,2603584.5
1999,1,10,17,0,2.0,-7.7,45.0,1/10/2017 16:00,9.4,12,193597400.0,502131.4
1999,1,10,18,0,1.0,-8.0,47.0,1/10/2017 17:00,9.4,12,157958380.0,391363.6
1999,1,10,19,0,1.0,-8.0,47.0,1/10/2017 18:00,9.4,12,119457798.0,377901.4
1999,1,10,20,0,3.0,-9.0,37.0,1/10/2017 19:00,9.4,12,101650808.0,369291.4
1999,1,10,21,0,3.0,-9.0,37.0,1/10/2017 20:00,9.4,12,101293970.0,369291.4
1999,1,10,22,0,4.0,-12.0,27.0,1/10/2017 21:00,9.4,12,0.0,0.0
1999,1,10,23,0,4.0,-10.0,32.0,1/10/2017 22:00,9.4,12,0.0,0.0
1999,1,10,24,0,6.0,-11.0,25.0,1/10/2017 23:00,9.4,12,0.0,0.0
1999,1,11,1,0,4.0,-8.0,38.0,1/11/2017 0:00,9.4,12,0.0,0.0
1999,1,11,2,0,2.0,-7.0,48.0,1/11/2017 1:00,9.4,12,0.0,0.0
1999,1,11,3,0,6.0,-7.0,36.0,1/11/2017 2:00,9.4,12,0.0,0.0
1999,1,11,4,0,3.0,-7.0,45.0,1/11/2017 3:00,9.4,12,0.0,0.0
1999,1,11,5,0,2.0,-7.0,48.0,1/11/2017 4:00,9.4,12,0.0,0.0
1999,1,11,6,0,0.0,-7.0,55.0,1/11/2017 5:00,9.4,12,135394025.0,38244.2
1999,1,11,7,0,7.0,-6.0,37.0,1/11/2017 6:00,9.4,12,16561690.0,256602.6
1999,1,11,8,0,3.0,-6.0,49.0,1/11/2017 7:00,9.4,12,297935500.0,0.0
1999,1,11,9,0,8.0,-4.0,41.0,1/11/2017 8:00,9.4,12,97801650.0,254324.6
1999,1,11,10,0,12.0,-6.0,26.0,1/11/2017 9:00,9.4,12,7714552.6,2568506.4
1999,1,11,11,0,14.0,-6.0,23.0,1/11/2017 10:00,9.4,12,6247055.1,8710628.0
1999,1,11,12,0,16.0,-8.0,17.0,1/11/2017 11:00,9.4,12,1700003.0,13260823.0
1999,1,11,13,0,14.0,-5.0,25.0,1/11/2017 12:00,9.4,12,48025140.0,12028119.0
1999,1,11,14,0,15.0,-6.0,22.0,1/11/2017 13:00,9.4,12,38976490.0,11101818.0
1999,1,11,15,0,17.0,-9.0,15.0,1/11/2017 14:00,9.4,12,18386500.0,18041326.0
1999,1,11,16,0,15.0,-6.0,22.0,1/11/2017 15:00,9.4,12,37322430.0,10476566.0
1999,1,11,17,0,9.0,-6.0,32.0,1/11/2017 16:00,9.4,12,89536510.0,1144516.3
1999,1,11,18,0,8.0,-8.0,29.0,1/11/2017 17:00,9.4,12,198958000.0,43275.4
1999,1,11,19,0,8.0,-8.0,29.0,1/11/2017 18:00,9.4,12,27045390.0,130546.09
1999,1,11,20,0,6.0,-8.0,33.0,1/11/2017 19:00,9.4,12,85215610.0,354692.94000000006
1999,1,11,21,0,7.0,-8.0,31.0,1/11/2017 20:00,9.4,12,71768220.0,414746.74000000005
1999,1,11,22,0,7.0,-11.0,24.0,1/11/2017 21:00,9.4,12,0.0,0.0
1999,1,11,23,0,5.0,-10.0,30.0,1/11/2017 22:00,9.4,12,0.0,0.0
1999,1,11,24,0,6.0,-10.0,28.0,1/11/2017 23:00,9.4,12,0.0,0.0
1999,1,12,1,0,3.0,-10.0,34.0,1/12/2017 0:00,9.4,12,0.0,0.0
1999,1,12,2,0,3.0,-11.0,31.0,1/12/2017 1:00,9.4,12,0.0,0.0
1999,1,12,3,0,4.0,-12.0,27.0,1/12/2017 2:00,9.4,12,0.0,0.0
