index,uuid,total_runtime,energyplus_runtime,total_measure_runtime,other_runtime,number_of_measures,ambient_loop_prototype_building_runtime,change_building_location_runtime,ambient_loop_add_ets_system_runtime,ambient_loop_temperature_setpoint_runtime,hot_water_loop_design_temperature_runtime,internal_loads_multiplier_runtime,openstudio_results_runtime,ambient_loop_reports_runtime
50,8e8c84c5-e521-4d1c-a0ab-6786a7a3fca0,2017.0,1930.68,78.0,8.319999999999936,8,62.0,3.0,2.0,0.0,1.0,0.0,8.0,2.0
51,92a68646-45ad-473d-a28f-b3a635511eb9,45.0,14.5,24.0,6.5,8,11.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0
52,92d03fbb-4022-411e-9363-f9f86958c453,44.0,13.78,24.0,6.219999999999999,8,11.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0
53,939b91f8-db46-4348-a65f-09254471f6a3,89.0,29.21,50.0,9.79,8,26.0,2.0,1.0,0.0,0.0,0.0,17.0,4.0
54,94703dc8-8e08-4112-8cd3-ce9da66c4c5b,44.0,13.77,24.0,6.23,8,13.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0
55,97d2d07d-e575-4c02-ad35-abb50b415c77,46.0,13.21,25.0,7.789999999999999,8,12.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0
56,98e4bf4c-10d7-4d38-85bd-187a6621e350,89.0,28.67,50.0,10.329999999999998,8,26.0,2.0,1.0,0.0,1.0,0.0,17.0,3.0
57,99677aa3-8bd7-4a99-8d2c-b4b5084b62e7,46.0,14.21,24.0,7.789999999999999,8,11.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0
58,9a3279f6-b8f7-4692-ac28-7654b6d82f7a,122.0,44.83,61.0,16.17,8,29.0,3.0,1.0,1.0,0.0,0.0,23.0,4.0
59,9b86c3e9-5bee-4c3b-a29f-dadb797558d0,143.0,13.66,120.0,9.340000000000003,8,108.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0
60,a4819d42-1dcb-4126-a1c4-437f2569a3e3,38.0,11.2,22.0,4.800000000000001,8,11.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
61,a574cd63-7a58-4e8b-a0c2-8f6621deaa10,123.0,46.47,64.0,12.530000000000001,8,36.0,2.0,2.0,1.0,0.0,0.0,18.0,5.0
62,a64b8401-de73-47a5-a8f6-e4e8c836bbd2,43.0,12.57,23.0,7.43,8,11.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0
63,ab64b9cd-5e50-4089-b794-61bd46d04a13,95.0,32.74,50.0,12.259999999999998,8,21.0,2.0,1.0,0.0,1.0,0.0,21.0,4.0
64,ac490f13-6b73-4e25-8502-aef1cf877c96,44.0,13.65,25.0,5.350000000000001,8,13.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0
65,aecf0467-2de2-4d54-8db8-71ce6557c10d,142.0,13.47,122.0,6.530000000000001,8,109.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0
66,b0186ef8-63b5-4afb-a130-c3f9019fe95f,95.0,32.18,48.0,14.82,8,20.0,2.0,1.0,0.0,0.0,0.0,21.0,4.0
67,b7122cf8-c1f5-4986-8cc3-1d3e409514e0,42.0,13.06,22.0,6.939999999999998,8,11.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0
68,b95b2ce1-c072-4f58-8c0f-ebb8dfb9a11c,39.0,12.81,20.0,6.189999999999998,8,9.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0
69,bb6a7d88-e11e-4b04-9c54-6ff4576bd10a,141.0,13.23,122.0,5.769999999999996,8,109.0,1.0,0.0,1.0,0.0,0.0,9.0,2.0
70,bb87c777-5241-4f4e-85e2-2d845e087326,41.0,14.17,22.0,4.829999999999998,8,10.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0
71,bfba0838-6d12-4d76-aacc-afee14561b4b,2017.0,1931.65,79.0,6.349999999999909,8,61.0,3.0,2.0,1.0,0.0,1.0,9.0,2.0
72,c23b605f-ae41-43c3-913f-ee5ca1d66e4c,46.0,15.31,23.0,7.689999999999998,8,11.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0
73,c42d978e-4510-407d-bd32-2e42063bf8ae,44.0,13.65,25.0,5.350000000000001,8,11.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0
74,c4fe4cb6-a6b0-4d3a-a7ae-bdd5aeafd1f2,46.0,15.13,24.0,6.869999999999997,8,11.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0
75,cc0d4ec6-d909-44ec-95da-f59a9d530f6a,46.0,14.47,26.0,5.530000000000001,8,14.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0
76,d0bf35c9-ae0a-4f3c-a7b1-c2b18d9c1c92,94.0,32.61,50.0,11.39,8,22.0,2.0,1.0,0.0,1.0,0.0,19.0,5.0
77,d631329b-6829-43f8-8f55-96d23e9a48f7,39.0,12.58,22.0,4.420000000000002,8,11.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0
78,d9067fde-65c0-4805-9795-f0e3e08b060e,44.0,14.46,23.0,6.539999999999999,8,11.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0
79,d9556092-c1d3-40ca-9305-ad3183e86184,123.0,45.96,64.0,13.039999999999992,8,36.0,2.0,2.0,0.0,1.0,0.0,19.0,4.0
80,d9abfb77-290d-42c9-91c7-310d444bd14b,2017.0,1930.48,80.0,6.519999999999982,8,62.0,3.0,2.0,1.0,0.0,1.0,9.0,2.0
81,da2f7d56-80a9-468c-b3ea-09c48c202c77,44.0,13.55,25.0,5.449999999999999,8,13.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0
82,dac868bc-8b5c-4100-8a4d-d7855b5c3dbc,45.0,14.67,24.0,6.329999999999998,8,11.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0
83,dbe5092f-75f8-404c-b056-58e508dd5268,45.0,13.81,26.0,5.189999999999998,8,14.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0
84,de65fe5f-8406-49fb-8793-ace57d7cb1dd,95.0,33.68,51.0,10.32,8,23.0,2.0,1.0,0.0,1.0,0.0,20.0,4.0
85,e07edde0-d6a7-4664-9d9a-357934e09585,43.0,13.42,25.0,4.579999999999998,8,12.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0
86,e267f041-1050-4967-b306-4c0a8ef2f4c8,44.0,13.4,25.0,5.600000000000001,8,13.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0
87,e32b1dc8-d919-469c-97f2-5be579ea0c37,2018.0,1931.51,80.0,6.490000000000009,8,63.0,3.0,2.0,0.0,1.0,0.0,9.0,2.0
88,e89e8b7e-9803-46f1-bc78-32617bb12222,45.0,14.83,24.0,6.170000000000002,8,11.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0
89,edf71b34-fa2a-4888-b5af-0aa6a46f6a03,47.0,14.44,26.0,6.560000000000002,8,15.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0
90,f0997ec5-2b55-4fa1-89c4-f83313c691a3,94.0,32.58,50.0,11.420000000000002,8,21.0,2.0,1.0,0.0,0.0,0.0,21.0,5.0
91,f2c35321-8234-4097-aae1-f3b8f9e1be1d,125.0,45.66,62.0,17.340000000000003,8,28.0,4.0,1.0,0.0,1.0,1.0,23.0,4.0
92,f41f153a-b23d-44a9-87cf-747edbd00314,44.0,13.47,25.0,5.530000000000001,8,12.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0
93,f4758b7f-ae52-451e-86e5-1dbfcaa4fc72,38.0,11.4,22.0,4.600000000000001,8,12.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0
94,f4c957df-2db8-4f9e-be6e-39f8fa64ea8f,37.0,12.8,20.0,4.199999999999999,8,9.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0
95,f6ea95ac-a872-4c0b-889a-c226161e9b28,45.0,15.54,25.0,4.460000000000001,8,12.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0
96,f8ca9fa2-1427-4cf1-a554-f006ea703ded,39.0,12.25,23.0,3.75,8,12.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0
97,fb932da0-61fa-4d2d-9919-22cd0ce1d39d,46.0,13.99,25.0,7.009999999999998,8,15.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0
98,fb9a0da8-1a33-46e5-9629-962fd8f54d4a,89.0,28.76,49.0,11.239999999999995,8,26.0,2.0,1.0,0.0,0.0,0.0,17.0,3.0
99,ff25e3d4-b2f8-44af-afa1-294cd3c26801,123.0,46.0,67.0,10.0,8,37.0,2.0,2.0,1.0,0.0,1.0,19.0,5.0
